Id,Category
365,rifle
366,mouth
367,empty
368,mouth
369,nail
370,pool
371,rabbit
372,rifle
373,octagon
374,pool
375,nail
376,pineapple
377,empty
378,rifle
379,pineapple
380,pineapple
381,empty
382,mouth
383,mouth
384,rollerskates
385,rifle
386,rabbit
387,octagon
388,empty
389,mouth
390,rollerskates
391,mouth
392,mouth
393,nail
394,moustache
395,scorpion
396,apple
397,octagon
398,nail
399,mouth
400,mouth
401,mouth
402,octagon
403,rifle
404,skateboard
405,penguin
406,pineapple
407,rollerskates
408,scorpion
409,scorpion
410,skateboard
411,octagon
412,pool
413,pineapple
414,empty
415,nail
416,sailboat
417,mouth
418,sailboat
419,moustache
420,rollerskates
421,pencil
422,nail
423,pineapple
424,mouth
425,sailboat
426,rifle
427,nail
428,rollerskates
429,pineapple
430,rollerskates
431,mouth
432,empty
433,pool
434,scorpion
435,panda
436,sailboat
437,sailboat
438,scorpion
439,pineapple
440,nail
441,scorpion
442,pineapple
443,sailboat
444,nail
445,nail
446,pineapple
447,mouth
448,mug
449,scorpion
450,scorpion
451,pineapple
452,empty
453,shovel
454,empty
455,rifle
456,rifle
457,sailboat
458,rifle
459,rifle
460,nail
461,mouth
462,apple
463,nail
464,sailboat
465,sailboat
466,nail
467,scorpion
468,pencil
469,rifle
470,rifle
471,scorpion
472,scorpion
473,octagon
474,rifle
475,rifle
476,rabbit
477,rabbit
478,scorpion
479,scorpion
480,skateboard
481,scorpion
482,moustache
483,rifle
484,moustache
485,pool
486,sailboat
487,pineapple
488,moustache
489,octagon
490,nail
491,rifle
492,mug
493,pineapple
494,mouth
495,octagon
496,rifle
497,empty
498,rollerskates
499,pool
500,scorpion
501,nail
502,apple
503,penguin
504,nail
505,nail
506,nail
507,empty
508,apple
509,rabbit
510,octagon
511,mouth
512,rabbit
513,pencil
514,sailboat
515,nail
516,nail
517,mouth
518,pool
519,pool
520,octagon
521,nail
522,octagon
523,rifle
524,nail
525,sailboat
526,pool
527,rabbit
528,octagon
529,sailboat
530,mouth
531,mouth
532,nail
533,mouth
534,rifle
535,nail
536,pool
537,sailboat
538,pineapple
539,rollerskates
540,apple
541,nail
542,mouth
543,sailboat
544,pool
545,rifle
546,nail
547,moustache
548,pillow
549,rifle
550,rabbit
551,empty
552,moustache
553,nail
554,rifle
555,rifle
556,rabbit
557,rifle
558,rifle
559,rabbit
560,rifle
561,apple
562,empty
563,moustache
564,skateboard
565,nail
566,moustache
567,moustache
568,rollerskates
569,mouth
570,nail
571,empty
572,rifle
573,mouth
574,empty
575,rifle
576,rifle
577,mouth
578,scorpion
579,mug
580,skateboard
581,pillow
582,pineapple
583,pineapple
584,nail
585,mug
586,scorpion
587,pencil
588,empty
589,rifle
590,moustache
591,skateboard
592,pineapple
593,octagon
594,moustache
595,skateboard
596,apple
597,scorpion
598,skateboard
599,mouth
600,moustache
601,skateboard
602,rabbit
603,nail
604,apple
605,mouth
606,empty
607,pineapple
608,mouth
609,empty
610,empty
611,octagon
612,octagon
613,mouth
614,nail
615,rifle
616,pool
617,octagon
618,scorpion
619,mouth
620,empty
621,rollerskates
622,pineapple
623,paintbrush
624,pineapple
625,mug
626,mouth
627,rabbit
628,rifle
629,pineapple
630,moustache
631,pencil
632,scorpion
633,scorpion
634,moustache
635,rabbit
636,scorpion
637,pool
638,pool
639,mug
640,octagon
641,apple
642,rifle
643,shovel
644,octagon
645,octagon
646,pool
647,sailboat
648,pillow
649,rollerskates
650,nail
651,pineapple
652,pool
653,rifle
654,scorpion
655,empty
656,sailboat
657,empty
658,sailboat
659,sailboat
660,mouth
661,apple
662,rollerskates
663,mug
664,apple
665,pineapple
666,octagon
667,empty
668,shovel
669,skateboard
670,mug
671,mouth
672,pineapple
673,nail
674,mouth
675,moustache
676,rifle
677,skull
678,moustache
679,sailboat
680,pillow
681,scorpion
682,mouth
683,rollerskates
684,panda
685,octagon
686,rollerskates
687,empty
688,empty
689,mouth
690,moustache
691,pencil
692,mouth
693,mouth
694,octagon
695,pineapple
696,empty
697,pineapple
698,mug
699,rifle
700,mouth
701,skateboard
702,rollerskates
703,mouth
704,pineapple
705,mug
706,mouth
707,pineapple
708,nail
709,pineapple
710,empty
711,rifle
712,nail
713,empty
714,skull
715,scorpion
716,pineapple
717,mouth
718,pineapple
719,octagon
720,sailboat
721,sailboat
722,empty
723,octagon
724,rollerskates
725,empty
726,scorpion
727,mouth
728,rifle
729,octagon
730,moustache
731,rifle
732,nail
733,nail
734,empty
735,mouth
736,pineapple
737,rifle
738,mug
739,mug
740,mouth
741,rollerskates
742,pineapple
743,mouth
744,rollerskates
745,mug
746,pineapple
747,rifle
748,octagon
749,empty
750,moustache
751,mouth
752,rifle
753,rollerskates
754,octagon
755,octagon
756,mug
757,octagon
758,pineapple
759,nail
760,mouth
761,empty
762,octagon
763,rollerskates
764,rollerskates
765,apple
766,pineapple
767,mouth
768,octagon
769,rabbit
770,skull
771,mouth
772,apple
773,octagon
774,scorpion
775,apple
776,scorpion
777,sailboat
778,mouth
779,rifle
780,empty
781,sailboat
782,scorpion
783,moustache
784,empty
785,mouth
786,pineapple
787,mug
788,apple
789,paintbrush
790,empty
791,nail
792,rabbit
793,penguin
794,pool
795,octagon
796,pineapple
797,moustache
798,pillow
799,sailboat
800,skull
801,rifle
802,mouth
803,rifle
804,mouth
805,empty
806,mug
807,mouth
808,sailboat
809,octagon
810,sailboat
811,pineapple
812,moustache
813,scorpion
814,pineapple
815,nail
816,rollerskates
817,octagon
818,apple
819,octagon
820,skateboard
821,mouth
822,skateboard
823,mug
824,octagon
825,rifle
826,rifle
827,octagon
828,nail
829,skull
830,penguin
831,nail
832,pineapple
833,moustache
834,empty
835,paintbrush
836,rifle
837,penguin
838,skateboard
839,rifle
840,nail
841,rifle
842,nail
843,pineapple
844,rifle
845,moustache
846,rifle
847,pillow
848,octagon
849,apple
850,empty
851,sailboat
852,mouth
853,sailboat
854,mouth
855,moustache
856,scorpion
857,skateboard
858,empty
859,sailboat
860,pineapple
861,mouth
862,pineapple
863,sailboat
864,scorpion
865,rifle
866,pool
867,nail
868,apple
869,mouth
870,shovel
871,mouth
872,rifle
873,rollerskates
874,nail
875,skateboard
876,empty
877,pineapple
878,nail
879,sailboat
880,mug
881,apple
882,pool
883,sailboat
884,penguin
885,scorpion
886,nail
887,octagon
888,empty
889,octagon
890,moustache
891,mouth
892,sailboat
893,mouth
894,mouth
895,nail
896,pineapple
897,sailboat
898,octagon
899,pineapple
900,nail
901,apple
902,mouth
903,pineapple
904,rifle
905,pineapple
906,pineapple
907,rifle
908,mouth
909,octagon
910,pillow
911,moustache
912,skull
913,empty
914,sailboat
915,moustache
916,mouth
917,empty
918,apple
919,mug
920,rabbit
921,sailboat
922,sailboat
923,nail
924,rifle
925,nail
926,nail
927,mouth
928,pool
929,mug
930,apple
931,pool
932,octagon
933,sailboat
934,sailboat
935,rollerskates
936,empty
937,nail
938,mouth
939,skateboard
940,mug
941,pineapple
942,octagon
943,moustache
944,scorpion
945,apple
946,rifle
947,octagon
948,pineapple
949,rollerskates
950,nail
951,rifle
952,apple
953,rifle
954,pineapple
955,rifle
956,nail
957,rifle
958,sailboat
959,mouth
960,sailboat
961,nail
962,skull
963,rifle
964,pineapple
965,pool
966,nose
967,pineapple
968,apple
969,rifle
970,mouth
971,mouth
972,rifle
973,empty
974,apple
975,rifle
976,nail
977,sailboat
978,pineapple
979,octagon
980,rifle
981,moustache
982,sailboat
983,octagon
984,scorpion
985,mouth
986,mouth
987,skateboard
988,rollerskates
989,nail
990,rifle
991,rifle
992,mug
993,sailboat
994,sailboat
995,mug
996,mug
997,scorpion
998,pineapple
999,rifle
1000,nail
1001,pineapple
1002,rifle
1003,rifle
1004,pencil
1005,scorpion
1006,pear
1007,rifle
1008,pineapple
1009,sailboat
1010,skull
1011,apple
1012,mouth
1013,pool
1014,skateboard
1015,sink
1016,octagon
1017,rollerskates
1018,octagon
1019,octagon
1020,rifle
1021,pillow
1022,sailboat
1023,moustache
1024,mouth
1025,nail
1026,mouth
1027,rifle
1028,mouth
1029,nail
1030,skateboard
1031,nail
1032,rifle
1033,rifle
1034,moustache
1035,mouth
1036,empty
1037,sailboat
1038,scorpion
1039,scorpion
1040,apple
1041,mouth
1042,mug
1043,mouth
1044,pineapple
1045,octagon
1046,mouth
1047,empty
1048,rifle
1049,nail
1050,pineapple
1051,nail
1052,moustache
1053,pineapple
1054,empty
1055,pillow
1056,sailboat
1057,empty
1058,penguin
1059,pineapple
1060,scorpion
1061,pool
1062,sailboat
1063,pillow
1064,pineapple
1065,apple
1066,pineapple
1067,rabbit
1068,skateboard
1069,rifle
1070,nail
1071,pool
1072,rollerskates
1073,apple
1074,nail
1075,pineapple
1076,mouth
1077,sailboat
1078,mouth
1079,pineapple
1080,apple
1081,scorpion
1082,sailboat
1083,mouth
1084,nail
1085,rifle
1086,mug
1087,scorpion
1088,pineapple
1089,nail
1090,pineapple
1091,octagon
1092,mouth
1093,sailboat
1094,sailboat
1095,skateboard
1096,pineapple
1097,rollerskates
1098,scorpion
1099,skateboard
1100,mouth
1101,octagon
1102,sailboat
1103,rabbit
1104,pineapple
1105,rifle
1106,mouth
1107,rifle
1108,pineapple
1109,pineapple
1110,apple
1111,mouth
1112,rollerskates
1113,skull
1114,mouth
1115,skateboard
1116,mug
1117,nail
1118,mug
1119,empty
1120,nail
1121,skull
1122,pineapple
1123,sailboat
1124,mouth
1125,nail
1126,skull
1127,mouth
1128,rifle
1129,scorpion
1130,pineapple
1131,mouth
1132,sailboat
1133,rabbit
1134,nail
1135,pineapple
1136,skateboard
1137,octagon
1138,mouth
1139,mug
1140,pineapple
1141,empty
1142,mouth
1143,rhinoceros
1144,pineapple
1145,scorpion
1146,penguin
1147,skateboard
1148,penguin
1149,pool
1150,scorpion
1151,sailboat
1152,pineapple
1153,rifle
1154,rabbit
1155,pineapple
1156,sailboat
1157,apple
1158,nail
1159,pool
1160,nail
1161,sailboat
1162,mouth
1163,rifle
1164,shovel
1165,rabbit
1166,pineapple
1167,mug
1168,rollerskates
1169,apple
1170,pineapple
1171,apple
1172,octagon
1173,mouth
1174,moustache
1175,pineapple
1176,empty
1177,sailboat
1178,skateboard
1179,nail
1180,skateboard
1181,rifle
1182,apple
1183,sailboat
1184,rifle
1185,nail
1186,scorpion
1187,mouth
1188,mouth
1189,rifle
1190,rifle
1191,skateboard
1192,scorpion
1193,mouth
1194,rollerskates
1195,rollerskates
1196,nail
1197,mouth
1198,mouth
1199,nail
1200,empty
1201,octagon
1202,nail
1203,rifle
1204,apple
1205,nail
1206,skateboard
1207,mouth
1208,scorpion
1209,rabbit
1210,rollerskates
1211,rifle
1212,empty
1213,rifle
1214,nail
1215,mouth
1216,apple
1217,nail
1218,shovel
1219,pineapple
1220,rabbit
1221,mouth
1222,sailboat
1223,pineapple
1224,mouth
1225,mouth
1226,sailboat
1227,sailboat
1228,nail
1229,apple
1230,sailboat
1231,mouth
1232,empty
1233,rabbit
1234,pineapple
1235,pineapple
1236,octagon
1237,sailboat
1238,moustache
1239,scorpion
1240,nail
1241,penguin
1242,rifle
1243,empty
1244,rabbit
1245,rifle
1246,mouth
1247,skull
1248,pillow
1249,apple
1250,mouth
1251,octagon
1252,mug
1253,rollerskates
1254,empty
1255,nail
1256,mug
1257,sailboat
1258,pineapple
1259,pineapple
1260,pool
1261,mug
1262,pineapple
1263,rifle
1264,nail
1265,pool
1266,rifle
1267,pineapple
1268,mouth
1269,rifle
1270,rifle
1271,rifle
1272,mouth
1273,rifle
1274,octagon
1275,moustache
1276,mouth
1277,mouth
1278,rifle
1279,nail
1280,nail
1281,rifle
1282,rifle
1283,rifle
1284,rifle
1285,octagon
1286,sailboat
1287,scorpion
1288,apple
1289,mouth
1290,mouth
1291,mouth
1292,apple
1293,pineapple
1294,pineapple
1295,rifle
1296,pineapple
1297,scorpion
1298,rifle
1299,nail
1300,rollerskates
1301,pineapple
1302,rifle
1303,pineapple
1304,pineapple
1305,octagon
1306,rabbit
1307,nail
1308,apple
1309,sailboat
1310,sailboat
1311,rollerskates
1312,apple
1313,pineapple
1314,moustache
1315,rollerskates
1316,moustache
1317,shovel
1318,pineapple
1319,mouth
1320,pineapple
1321,mouth
1322,moustache
1323,mouth
1324,mouth
1325,rabbit
1326,mouth
1327,nail
1328,pineapple
1329,empty
1330,pineapple
1331,octagon
1332,mouth
1333,nail
1334,nail
1335,sailboat
1336,empty
1337,shovel
1338,pencil
1339,pineapple
1340,paintbrush
1341,empty
1342,empty
1343,rifle
1344,mouth
1345,rifle
1346,scorpion
1347,scorpion
1348,empty
1349,skateboard
1350,mouth
1351,pineapple
1352,apple
1353,pineapple
1354,nail
1355,rifle
1356,scorpion
1357,nail
1358,nail
1359,moustache
1360,scorpion
1361,rifle
1362,scorpion
1363,paintbrush
1364,sailboat
1365,mouth
1366,octagon
1367,mug
1368,rabbit
1369,rifle
1370,rifle
1371,pineapple
1372,mouth
1373,rifle
1374,shovel
1375,rifle
1376,pineapple
1377,nail
1378,rifle
1379,sailboat
1380,empty
1381,empty
1382,mouth
1383,pencil
1384,pineapple
1385,pineapple
1386,rabbit
1387,mouth
1388,octagon
1389,scorpion
1390,pineapple
1391,mug
1392,pineapple
1393,moustache
1394,rifle
1395,mouth
1396,pineapple
1397,pineapple
1398,moustache
1399,sailboat
1400,rabbit
1401,rifle
1402,nail
1403,sailboat
1404,pool
1405,moustache
1406,mouth
1407,scorpion
1408,scorpion
1409,sailboat
1410,mouth
1411,pillow
1412,empty
1413,octagon
1414,rifle
1415,nail
1416,skateboard
1417,apple
1418,mug
1419,rabbit
1420,rifle
1421,mouth
1422,mouth
1423,empty
1424,mouth
1425,skateboard
1426,moustache
1427,pool
1428,rollerskates
1429,mug
1430,scorpion
1431,sailboat
1432,nail
1433,moustache
1434,pool
1435,sailboat
1436,mug
1437,nail
1438,pineapple
1439,pineapple
1440,pineapple
1441,pineapple
1442,rollerskates
1443,sailboat
1444,rollerskates
1445,nail
1446,sailboat
1447,pineapple
1448,pool
1449,skateboard
1450,mouth
1451,nail
1452,sailboat
1453,empty
1454,octagon
1455,scorpion
1456,scorpion
1457,pool
1458,pool
1459,mouth
1460,mouth
1461,scorpion
1462,rabbit
1463,pineapple
1464,shovel
1465,pool
1466,mouth
1467,nail
1468,pool
1469,rifle
1470,octagon
1471,rollerskates
1472,nail
1473,nail
1474,mouth
1475,empty
1476,pineapple
1477,pineapple
1478,rabbit
1479,nail
1480,pineapple
1481,pillow
1482,sailboat
1483,rifle
1484,pineapple
1485,pineapple
1486,pineapple
1487,rifle
1488,mug
1489,mouth
1490,mouth
1491,mouth
1492,skateboard
1493,sailboat
1494,mug
1495,pool
1496,paintbrush
1497,apple
1498,moustache
1499,pineapple
1500,pineapple
1501,mouth
1502,pineapple
1503,sailboat
1504,sailboat
1505,rabbit
1506,pineapple
1507,skateboard
1508,empty
1509,scorpion
1510,mouth
1511,rifle
1512,scorpion
1513,sailboat
1514,rollerskates
1515,pillow
1516,pineapple
1517,sailboat
1518,rifle
1519,rabbit
1520,mouth
1521,pineapple
1522,rifle
1523,rifle
1524,rifle
1525,pineapple
1526,pineapple
1527,scorpion
1528,rifle
1529,skull
1530,rifle
1531,apple
1532,octagon
1533,rabbit
1534,mouth
1535,nail
1536,sailboat
1537,nail
1538,nail
1539,octagon
1540,octagon
1541,sailboat
1542,octagon
1543,rollerskates
1544,skull
1545,moustache
1546,sailboat
1547,octagon
1548,mouth
1549,scorpion
1550,nail
1551,paintbrush
1552,mouth
1553,pool
1554,rabbit
1555,mouth
1556,skateboard
1557,mouth
1558,mug
1559,pineapple
1560,rifle
1561,nail
1562,pineapple
1563,pineapple
1564,apple
1565,skateboard
1566,rifle
1567,octagon
1568,rifle
1569,empty
1570,pineapple
1571,mug
1572,sailboat
1573,pool
1574,nail
1575,octagon
1576,skateboard
1577,mouth
1578,sailboat
1579,sailboat
1580,nail
1581,empty
1582,scorpion
1583,skull
1584,pencil
1585,nail
1586,sailboat
1587,mouth
1588,octagon
1589,empty
1590,rabbit
1591,nail
1592,penguin
1593,moustache
1594,penguin
1595,mouth
1596,penguin
1597,sailboat
1598,octagon
1599,pineapple
1600,moustache
1601,rifle
1602,nail
1603,mouth
1604,rifle
1605,apple
1606,skateboard
1607,nail
1608,octagon
1609,rifle
1610,pool
1611,pool
1612,rabbit
1613,mouth
1614,skateboard
1615,nail
1616,rabbit
1617,apple
1618,moustache
1619,scorpion
1620,pineapple
1621,skateboard
1622,skateboard
1623,mouth
1624,rifle
1625,sailboat
1626,pineapple
1627,skateboard
1628,moustache
1629,sailboat
1630,scorpion
1631,mouth
1632,octagon
1633,rabbit
1634,penguin
1635,rabbit
1636,scorpion
1637,moustache
1638,pineapple
1639,apple
1640,scorpion
1641,moustache
1642,sailboat
1643,mouth
1644,mouth
1645,empty
1646,rifle
1647,rifle
1648,rifle
1649,moustache
1650,rifle
1651,sailboat
1652,pineapple
1653,mouth
1654,skateboard
1655,scorpion
1656,pineapple
1657,rifle
1658,pineapple
1659,skateboard
1660,pineapple
1661,rifle
1662,mouth
1663,octagon
1664,pineapple
1665,rabbit
1666,sailboat
1667,scorpion
1668,mouth
1669,pineapple
1670,rifle
1671,nail
1672,rabbit
1673,mouth
1674,pineapple
1675,empty
1676,mouth
1677,sailboat
1678,nail
1679,nail
1680,mug
1681,panda
1682,rabbit
1683,pineapple
1684,pineapple
1685,nail
1686,sailboat
1687,mouth
1688,pineapple
1689,nail
1690,rifle
1691,penguin
1692,sailboat
1693,rifle
1694,skull
1695,rifle
1696,sailboat
1697,panda
1698,mug
1699,sailboat
1700,mouth
1701,pineapple
1702,empty
1703,nail
1704,mouth
1705,mouth
1706,octagon
1707,scorpion
1708,rifle
1709,skull
1710,moustache
1711,scorpion
1712,pineapple
1713,pineapple
1714,sailboat
1715,sink
1716,sailboat
1717,rifle
1718,pencil
1719,pineapple
1720,nail
1721,pineapple
1722,pineapple
1723,octagon
1724,pineapple
1725,shovel
1726,apple
1727,sailboat
1728,mouth
1729,mug
1730,apple
1731,rifle
1732,nail
1733,mug
1734,rifle
1735,moustache
1736,pineapple
1737,rifle
1738,empty
1739,sailboat
1740,mouth
1741,nail
1742,rifle
1743,sailboat
1744,empty
1745,nail
1746,pineapple
1747,rabbit
1748,skateboard
1749,pineapple
1750,rabbit
1751,pineapple
1752,nail
1753,pineapple
1754,pineapple
1755,sailboat
1756,nail
1757,octagon
1758,empty
1759,pineapple
1760,pineapple
1761,pineapple
1762,apple
1763,sailboat
1764,pineapple
1765,moustache
1766,moustache
1767,empty
1768,moustache
1769,scorpion
1770,rifle
1771,pineapple
1772,pool
1773,mouth
1774,nail
1775,octagon
1776,skateboard
1777,skull
1778,octagon
1779,pool
1780,nail
1781,sailboat
1782,empty
1783,moustache
1784,nail
1785,pool
1786,mouth
1787,pencil
1788,scorpion
1789,rifle
1790,skull
1791,pineapple
1792,mouth
1793,sailboat
1794,moustache
1795,nail
1796,mouth
1797,nail
1798,rollerskates
1799,skull
1800,nail
1801,nail
1802,mouth
1803,pineapple
1804,pineapple
1805,rifle
1806,mouth
1807,moustache
1808,skateboard
1809,mouth
1810,pineapple
1811,pool
1812,empty
1813,empty
1814,rollerskates
1815,pineapple
1816,moustache
1817,sailboat
1818,pineapple
1819,mug
1820,pineapple
1821,nail
1822,rifle
1823,mug
1824,empty
1825,scorpion
1826,apple
1827,octagon
1828,mouth
1829,sailboat
1830,pool
1831,nail
1832,pool
1833,sink
1834,skateboard
1835,sailboat
1836,rifle
1837,empty
1838,apple
1839,rifle
1840,rifle
1841,moustache
1842,pineapple
1843,rifle
1844,mouth
1845,mouth
1846,moustache
1847,sailboat
1848,rollerskates
1849,penguin
1850,skateboard
1851,pool
1852,scorpion
1853,mouth
1854,mouth
1855,octagon
1856,scorpion
1857,rabbit
1858,sailboat
1859,pool
1860,nail
1861,mouth
1862,moustache
1863,pineapple
1864,nail
1865,rifle
1866,octagon
1867,scorpion
1868,pineapple
1869,nail
1870,sailboat
1871,pineapple
1872,pineapple
1873,sailboat
1874,pineapple
1875,pool
1876,octagon
1877,mouth
1878,sailboat
1879,rollerskates
1880,mug
1881,pineapple
1882,rifle
1883,mouth
1884,sailboat
1885,rifle
1886,skateboard
1887,mouth
1888,pool
1889,mug
1890,scorpion
1891,pool
1892,sailboat
1893,pineapple
1894,rabbit
1895,nail
1896,nail
1897,nail
1898,rollerskates
1899,rifle
1900,sailboat
1901,sailboat
1902,nail
1903,moustache
1904,nail
1905,sailboat
1906,pineapple
1907,pillow
1908,pineapple
1909,nail
1910,nail
1911,moustache
1912,rabbit
1913,paintbrush
1914,pineapple
1915,mouth
1916,mug
1917,rifle
1918,nail
1919,sailboat
1920,rifle
1921,octagon
1922,empty
1923,rifle
1924,apple
1925,empty
1926,pineapple
1927,pool
1928,scorpion
1929,pineapple
1930,empty
1931,rabbit
1932,scorpion
1933,octagon
1934,apple
1935,skateboard
1936,octagon
1937,skateboard
1938,empty
1939,rollerskates
1940,pineapple
1941,apple
1942,mug
1943,scorpion
1944,penguin
1945,rifle
1946,pencil
1947,pineapple
1948,octagon
1949,octagon
1950,skateboard
1951,nail
1952,octagon
1953,pineapple
1954,mouth
1955,octagon
1956,scorpion
1957,rabbit
1958,rifle
1959,octagon
1960,mouth
1961,rollerskates
1962,empty
1963,panda
1964,mouth
1965,sailboat
1966,sailboat
1967,octagon
1968,mouth
1969,scorpion
1970,octagon
1971,mouth
1972,pineapple
1973,nail
1974,mouth
1975,moustache
1976,rifle
1977,mouth
1978,nail
1979,skateboard
1980,rifle
1981,mouth
1982,empty
1983,mouth
1984,scorpion
1985,sailboat
1986,pineapple
1987,rifle
1988,scorpion
1989,octagon
1990,nail
1991,pineapple
1992,moustache
1993,skateboard
1994,octagon
1995,moustache
1996,rifle
1997,scorpion
1998,apple
1999,empty
2000,empty
2001,pool
2002,mouth
2003,rifle
2004,rabbit
2005,skateboard
2006,nail
2007,octagon
2008,rifle
2009,rifle
2010,pencil
2011,pool
2012,nail
2013,sailboat
2014,sailboat
2015,nail
2016,mouth
2017,rifle
2018,mug
2019,apple
2020,rifle
2021,octagon
2022,mouth
2023,octagon
2024,skateboard
2025,pillow
2026,mouth
2027,apple
2028,empty
2029,mouth
2030,mouth
2031,pool
2032,apple
2033,nail
2034,rifle
2035,nail
2036,empty
2037,rifle
2038,rollerskates
2039,pineapple
2040,pineapple
2041,octagon
2042,moustache
2043,mouth
2044,pineapple
2045,mouth
2046,sailboat
2047,apple
2048,pineapple
2049,mouth
2050,empty
2051,scorpion
2052,mouth
2053,pencil
2054,rollerskates
2055,empty
2056,rifle
2057,pineapple
2058,moustache
2059,nail
2060,scorpion
2061,pool
2062,skateboard
2063,mouth
2064,pineapple
2065,pineapple
2066,penguin
2067,nail
2068,mouth
2069,rifle
2070,rifle
2071,octagon
2072,pineapple
2073,mouth
2074,scorpion
2075,nail
2076,skateboard
2077,scorpion
2078,pineapple
2079,nail
2080,pool
2081,nail
2082,nail
2083,sailboat
2084,moustache
2085,rifle
2086,pencil
2087,mouth
2088,empty
2089,empty
2090,sailboat
2091,empty
2092,octagon
2093,pineapple
2094,apple
2095,mouth
2096,moustache
2097,pineapple
2098,sailboat
2099,moustache
2100,apple
2101,pool
2102,pineapple
2103,rollerskates
